estudiante,asignatura,semestre,nomsemestre,promedio
15161392,ESTRUCTURA DE DATOS,6,EJ2018,85
15161392,INGENIERIA DE SOFTWARE,6,EJ2018,82
15161392,REDES DE COMPUTADORA,6,EJ2018,83
15161392,SIMULACION,6,V2018,80
15161392,TOPICOS AVANZ. DE PROG.,6,V2018,80
15161392,TALLER DE INVESTIGACION I,7,AD2018,85
15161392,PROGRAMACION WEB,7,AD2018,76
15161392,GEST. EMP. BAS. EN TIC,7,AD2018,88
15161392,GRAFICACION,7,AD2018,96
15161392,ARQUITECTURA DE COMPUTADORAS,7,AD2018,70
15161392,CONMUT. Y ENRUT. DE REDES D,7,AD2018,0
15161392,TALLER DE INVESTIGACION II,8,EJ2019,88
15161392,ADMON. DE BASES DE DATOS,8,EJ2019,95
15161392,LENGUAJE DE INTERFAZ,8,EJ2019,77
15161392,PROGR. LOGICA Y FUNCIONAL,8,EJ2019,90
15161392,CONMUT. Y ENRUT. DE REDES D,8,EJ2019,90
15161392,GESTION DE PROY. DE SOFTWARE,8,EJ2019,90
15161392,DES. DE SOFTW. ORIENT. A SERV.,8,V2019,92
15161392,LENGUAJES Y AUTOMATAS II,8,V2019,76
15161407,TALLER DE ETICA,1,AD2015,87
15161407,FUNDAMENTOS DE INVESTIGACION,1,AD2015,76
15161407,CALCULO DIFERENCIAL,1,AD2015,83
15161407,FUNDAMENTOS DE PROGRAMACION,1,AD2015,79
15161407,MATEMATICAS DISCRETAS,1,AD2015,80
15161407,TALLER DE ADMINISTRACION,1,AD2015,83
15161407,CALCULO INTEGRAL,2,EJ2016,88
15161407,ALGEBRA LINEAL,2,EJ2016,93
15161407,QUIMICA,2,EJ2016,83
15161407,CONTABILIDAD FINANCIERA,2,EJ2016,80
15161407,PROG. ORIENTADA A OBJETOS,2,EJ2016,90
15161407,PROBABILIDAD Y ESTADISTICA,2,EJ2016,98
15161407,CALCULO VECTORIAL,3,AD2016,89
15161407,SISTEMAS OPERATIVOS,3,AD2016,80
15161407,CULTURA EMPRESARIAL,3,AD2016,94
15161407,INVESTIGACION DE OPERACIONES,3,AD2016,94
15161407,ESTRUCTURA DE DATOS,3,AD2016,86
15161407,FISICA GENERAL,3,AD2016,84
15161407,ECUACIONES DIFERENCIALES,4,EJ2017,90
15161407,FUNDAM. DE BASES DE DATOS,4,EJ2017,90
15161407,TALLER DE SISTEMAS OPERATIVOS,4,EJ2017,83
15161407,METODOS NUMERICOS,4,EJ2017,94
15161407,PRINC. ELECT. Y APLIC. DIGIT.,4,EJ2017,83
15161407,TOPICOS AVANZ. DE PROG.,4,EJ2017,79
15161407,DESARROLLO SUSTENTABLE,5,AD2017,87
15161407,FUNDAM. DE TELECOMUNICACIONES,5,AD2017,82
15161407,TALLER DE BASES DE DATOS,5,AD2017,84
15161407,FUND. DE ING. DE SOFTWARE,5,AD2017,88
15161407,ARQUITECTURA DE COMPUTADORAS,5,AD2017,88
15161407,SIMULACION,5,AD2017,73
15161407,GEST. EMP. BAS. EN TIC,6,EJ2018,86
15161407,ADMON. DE BASES DE DATOS,6,EJ2018,88
15161407,GRAFICACION,6,EJ2018,100
15161407,LENGUAJE DE INTERFAZ,6,EJ2018,100
15161407,INGENIERIA DE SOFTWARE,6,EJ2018,88
15161407,LENGUAJES Y AUTOMATAS I,6,EJ2018,95
15161407,REDES DE COMPUTADORA,6,EJ2018,78
15161407,TALLER DE INVESTIGACION I,7,AD2018,77
15161407,PROGRAMACION WEB,7,AD2018,95
15161407,PROGR. LOGICA Y FUNCIONAL,7,AD2018,70
15161407,CONMUT. Y ENRUT. DE REDES D,7,AD2018,0
15161407,LENGUAJES Y AUTOMATAS II,7,AD2018,82
15161407,GESTION DE PROY. DE SOFTWARE,7,AD2018,81
15161407,DES. DE SOFTW. ORIENT. A SERV.,8,EJ2019,85
15161407,DIS. E IMP. DE SOFT. ORI. A LA ,8,EJ2019,76
15161407,INTELIGENCIA ARTIFICIAL,8,EJ2019,0
15161407,SISTEMAS PROGRAMABLES,8,EJ2019,81
15161407,CONMUT. Y ENRUT. DE REDES D,8,EJ2019,80
15161407,INTELIGENCIA ARTIFICIAL,8,V2019,100
15161424,TALLER DE ETICA,1,EJ2015,96
15161424,FUNDAMENTOS DE INVESTIGACION,1,EJ2015,80
15161424,CALCULO DIFERENCIAL,1,EJ2015,90
15161424,FUNDAMENTOS DE PROGRAMACION,1,EJ2015,86
15161424,  MATEMATICAS DISCRETAS,1,EJ2015,80
15161424,TALLER DE ADMINISTRACION,1,EJ2015,90
15161424,FUNDAMENTOS DE INVESTIGACION,2,AD2015,75
15161424,CALCULO INTEGRAL,2,AD2015,85
15161424,ALGEBRA LINEAL,2,AD2015,80
15161424,CONTABILIDAD FINANCIERA,2,AD2015,70
15161424,PROG. ORIENTADA A OBJETOS,2,AD2015,84
15161424,PROBABILIDAD Y ESTADISTICA,2,AD2015,75
15161424,QUIMICA,3,EJ2016,90
15161424,PROG. ORIENTADA A OBJETOS,3,EJ2016,70
15161424,PROBABILIDAD Y ESTADISTICA,3,EJ2016,90
15161424,CALCULO INTEGRAL,3,EJ2016,70
15161424,CALCULO VECTORIAL,4,AD2016,0
15161424,SISTEMAS OPERATIVOS,4,AD2016,84
15161424,CULTURA EMPRESARIAL,4,AD2016,78
15161424,INVESTIGACION DE OPERACIONES,4,AD2016,97
15161424,ESTRUCTURA DE DATOS,4,AD2016,0
15161424,FISICA GENERAL,4,AD2016,82
15161424,QUIMICA,5,EJ2017,95
15161424,FUNDAM. DE BASES DE DATOS,5,EJ2017,0
15161424,ESTRUCTURA DE DATOS,5,EJ2017,81
15161424,CALCULO VECTORIAL,5,EJ2017,79
15161424,DESARROLLO SUSTENTABLE,6,AD2017,84
15161424,ECUACIONES DIFERENCIALES,6,AD2017,0
15161424,TALLER DE SISTEMAS OPERATIVOS,6,AD2017,85
15161424,FUND. DE ING. DE SOFTWARE,6,AD2017,83
15161424,PRINC. ELECT. Y APLIC. DIGIT.,6,AD2017,88
15161424,ECUACIONES DIFERENCIALES,7,EJ2018,80
15161424,FUNDAM. DE TELECOMUNICACIONES,7,EJ2018,82
15161424,FUNDAM. DE BASES DE DATOS,7,EJ2018,87
15161424,METODOS NUMERICOS,7,EJ2018,91
15161424,TOPICOS AVANZ. DE PROG.,7,EJ2018,0
15161424,TALLER DE INVESTIGACION I,8,AD2018,85
15161424,TALLER DE BASES DE DATOS,8,AD2018,84
15161424,INGENIERIA DE SOFTWARE,8,AD2018,90
15161424,LENGUAJES Y AUTOMATAS I,8,AD2018,79
15161424,SIMULACION,8,AD2018,82
15161424,TOPICOS AVANZ. DE PROG.,8,AD2018,91
15161424,TALLER DE INVESTIGACION II,9,EJ2019,89
15161424,GEST. EMP. BAS. EN TIC,9,EJ2019,82
15161424,ARQUITECTURA DE COMPUTADORAS,9,EJ2019,80
15161424,REDES DE COMPUTADORA,9,EJ2019,80
15161424,DES. DE SOFTW. ORIENT. A SERV.,9,EJ2019,74
15161424,PROGRAMACION WEB,9,EJ2019,85
16161258,TALLER DE ETICA,1,AD2016,86
16161258,FUNDAMENTOS DE INVESTIGACION,1,AD2016,95
16161258,CALCULO DIFERENCIAL,1,AD2016,0
16161258,FUNDAMENTOS DE PROGRAMACION,1,AD2016,77
16161258,MATEMATICAS DISCRETAS,1,AD2016,0
16161258,TALLER DE ADMINISTRACION,1,AD2016,96
16161258,CALCULO DIFERENCIAL,2,EJ2017,95
16161258,ALGEBRA LINEAL,2,EJ2017,70
16161258,CONTABILIDAD FINANCIERA,2,EJ2017,94
16161258,PROG. ORIENTADA A OBJETOS,2,EJ2017,99
16161258,MATEMATICAS DISCRETAS,2,EJ2017,100
16161258,CALCULO INTEGRAL,3,AD2017,78
16161258,SISTEMAS OPERATIVOS,3,AD2017,81
16161258,CULTURA EMPRESARIAL,3,AD2017,94
16161258,ESTRUCTURA DE DATOS,3,AD2017,80
16161258,FISICA GENERAL,3,AD2017,74
16161258,PROBABILIDAD Y ESTADISTICA,3,AD2017,0
16161258,CALCULO VECTORIAL,4,EJ2018,90
16161258,QUIMICA,4,EJ2018,0
16161258,FUNDAM. DE BASES DE DATOS,4,EJ2018,81
16161258,TALLER DE SISTEMAS OPERATIVOS,4,EJ2018,0
16161258,TOPICOS AVANZ. DE PROG.,4,EJ2018,87
16161258,PROBABILIDAD Y ESTADISTICA,4,EJ2018,85
16161258,TALLER DE SISTEMAS OPERATIVOS,4,EJ2018,95
16161258,DESARROLLO SUSTENTABLE,5,AD2018,87
16161258,ECUACIONES DIFERENCIALES,5,AD2018,0
16161258,QUIMICA,5,AD2018,80
16161258,TALLER DE BASES DE DATOS,5,AD2018,81
16161258,METODOS NUMERICOS,5,AD2018,90
16161258,ARQUITECTURA DE COMPUTADORAS,5,AD2018,90
16161258,ECUACIONES DIFERENCIALES,6,EJ2019,0
16161258,GEST. EMP. BAS. EN TIC,6,EJ2019,88
16161258,ADMON. DE BASES DE DATOS,6,EJ2019,95
16161258,INVESTIGACION DE OPERACIONES,6,EJ2019,87
16161258,LENGUAJES Y AUTOMATAS I,6,EJ2019,100
16161258,PRINC. ELECT. Y APLIC. DIGIT.,6,EJ2019,81
16161258,ECUACIONES DIFERENCIALES,6,EJ2019,70
16161274,TALLER DE ETICA,1,AD2016,90
16161274,FUNDAMENTOS DE INVESTIGACION,1,AD2016,96
16161274,CALCULO DIFERENCIAL,1,AD2016,0
16161274,FUNDAMENTOS DE PROGRAMACION,1,AD2016,100
16161274,MATEMATICAS DISCRETAS,1,AD2016,80
16161274,TALLER DE ADMINISTRACION,1,AD2016,92
16161274,CALCULO DIFERENCIAL,2,EJ2017,71
16161274,ALGEBRA LINEAL,2,EJ2017,87
16161274,QUIMICA,2,EJ2017,85
16161274,CONTABILIDAD FINANCIERA,2,EJ2017,80
16161274,PROG. ORIENTADA A OBJETOS,2,EJ2017,100
16161274,PROBABILIDAD Y ESTADISTICA,2,EJ2017,98
16161274,CALCULO INTEGRAL,3,AD2017,85
16161274,SISTEMAS OPERATIVOS,3,AD2017,83
16161274,FUNDAM. DE BASES DE DATOS,3,AD2017,89
16161274,CULTURA EMPRESARIAL,3,AD2017,86
16161274,ESTRUCTURA DE DATOS,4,AD2017,83
16161274,FISICA GENERAL,4,AD2017,70
16161274,DESARROLLO SUSTENTABLE,4,EJ2018,91
16161274,CALCULO VECTORIAL,4,EJ2018,80
16161274,TALLER DE SISTEMAS OPERATIVOS,4,EJ2018,85
16161274,INVESTIGACION DE OPERACIONES,4,EJ2018,90
16161274,PRINC. ELECT. Y APLIC. DIGIT.,4,EJ2018,81
16161274,TOPICOS AVANZ. DE PROG.,5,EJ2018,90
16161274,ECUACIONES DIFERENCIALES,5,AD2018,80
16161274,FUNDAM. DE TELECOMUNICACIONES,5,AD2018,75
16161274,TALLER DE BASES DE DATOS,5,AD2018,92
16161274,FUND. DE ING. DE SOFTWARE,5,AD2018,91
16161274,METODOS NUMERICOS,6,AD2018,94
16161274,ARQUITECTURA DE COMPUTADORAS,6,AD2018,80
16161274,GEST. EMP. BAS. EN TIC,6,EJ2019,88
16161274,ADMON. DE BASES DE DATOS,6,EJ2019,90
16161274,LENGUAJE DE INTERFAZ,6,EJ2019,0
16161274,INGENIERIA DE SOFTWARE,6,EJ2019,80
16161274,LENGUAJES Y AUTOMATAS I,6,EJ2019,92
16161274,REDES DE COMPUTADORA,6,EJ2019,84
16161274,SIMULACION,6,EJ2019,87
16161274,PROGRAMACION WEB,6,V2019,100
16161306,TALLER DE ETICA,1,AD2016,94
16161306,FUNDAMENTOS DE INVESTIGACION,1,AD2016,95
16161306,CALCULO DIFERENCIAL,1,AD2016,82
16161306,FUNDAMENTOS DE PROGRAMACION,1,AD2016,91
16161306,MATEMATICAS DISCRETAS,1,AD2016,80
16161306,TALLER DE ADMINISTRACION,1,AD2016,91
16161306,CALCULO INTEGRAL,2,EJ2017,100
16161306,ALGEBRA LINEAL,2,EJ2017,85
16161306,QUIMICA,2,EJ2017,93
16161306,CONTABILIDAD FINANCIERA,2,EJ2017,90
16161306,PROG. ORIENTADA A OBJETOS,2,EJ2017,90
16161306,PROBABILIDAD Y ESTADISTICA,2,EJ2017,95
16161306,CALCULO VECTORIAL,3,AD2017,94
16161306,SISTEMAS OPERATIVOS,3,AD2017,90
16161306,CULTURA EMPRESARIAL,3,AD2017,94
16161306,INVESTIGACION DE OPERACIONES,3,AD2017,93
16161306,ESTRUCTURA DE DATOS,3,AD2017,88
16161306,FISICA GENERAL,3,AD2017,87
16161306,ECUACIONES DIFERENCIALES,4,EJ2018,94
16161306,FUNDAM. DE BASES DE DATOS,4,EJ2018,81
16161306,TALLER DE SISTEMAS OPERATIVOS,4,EJ2018,85
16161306,METODOS NUMERICOS,4,EJ2018,90
16161306,PRINC. ELECT. Y APLIC. DIGIT.,4,EJ2018,85
16161306,TOPICOS AVANZ. DE PROG.,4,EJ2018,89
16161306,DESARROLLO SUSTENTABLE,5,AD2018,94
16161306,FUNDAM. DE TELECOMUNICACIONES,5,AD2018,76
16161306,TALLER DE BASES DE DATOS,5,AD2018,87
16161306,FUND. DE ING. DE SOFTWARE,5,AD2018,89
16161306,ARQUITECTURA DE COMPUTADORAS,5,AD2018,70
16161306,GEST. EMP. BAS. EN TIC,6,EJ2019,90
16161306,ADMON. DE BASES DE DATOS,6,EJ2019,90
16161306,LENGUAJE DE INTERFAZ,6,EJ2019,80
16161306,INGENIERIA DE SOFTWARE,6,EJ2019,84
16161306,LENGUAJES Y AUTOMATAS I,6,EJ2019,100
16161306,REDES DE COMPUTADORA,6,EJ2019,84
16161306,SIMULACION,6,EJ2019,87
16161322,TALLER DE ETICA,1,AD2016,94
16161322,FUNDAMENTOS DE INVESTIGACION,1,AD2016,80
16161322,CALCULO DIFERENCIAL,1,AD2016,75
16161322,FUNDAMENTOS DE PROGRAMACION,1,AD2016,99
16161322,MATEMATICAS DISCRETAS,1,AD2016,86
16161322,TALLER DE ADMINISTRACION,1,AD2016,80
16161322,CALCULO INTEGRAL,2,EJ2017,85
16161322,ALGEBRA LINEAL,2,EJ2017,70
16161322,QUIMICA,2,EJ2017,90
16161322,CONTABILIDAD FINANCIERA,2,EJ2017,80
16161322,PROG. ORIENTADA A OBJETOS,2,EJ2017,0
16161322,PROBABILIDAD Y ESTADISTICA,2,EJ2017,93
16161322,DESARROLLO SUSTENTABLE,3,AD2017,88
16161322,CALCULO VECTORIAL,3,AD2017,79
16161322,SISTEMAS OPERATIVOS,3,AD2017,0
16161322,CULTURA EMPRESARIAL,3,AD2017,74
16161322,PROG. ORIENTADA A OBJETOS,3,AD2017,76
16161322,FISICA GENERAL,3,AD2017,79
16161322,ECUACIONES DIFERENCIALES,4,EJ2018,0
16161322,SISTEMAS OPERATIVOS,4,EJ2018,80
16161322,FUNDAM. DE BASES DE DATOS,4,EJ2018,76
16161322,INVESTIGACION DE OPERACIONES,4,EJ2018,86
16161322,METODOS NUMERICOS,4,EJ2018,84
16161322,ESTRUCTURA DE DATOS,4,EJ2018,86
16161322,ECUACIONES DIFERENCIALES,5,AD2018,70
16161322,TALLER DE BASES DE DATOS,5,AD2018,80
16161322,TALLER DE SISTEMAS OPERATIVOS,5,AD2018,77
16161322,ARQUITECTURA DE COMPUTADORAS,5,AD2018,93
16161322,PRINC. ELECT. Y APLIC. DIGIT.,5,AD2018,95
16161322,TOPICOS AVANZ. DE PROG.,5,AD2018,0
16161322,FUNDAM. DE TELECOMUNICACIONES,6,EJ2019,77
16161322,GEST. EMP. BAS. EN TIC,6,EJ2019,87
16161322,ADMON. DE BASES DE DATOS,6,EJ2019,95
16161322,LENGUAJES Y AUTOMATAS I,6,EJ2019,100
16161322,SIMULACION,6,EJ2019,82
16161322,TOPICOS AVANZ. DE PROG.,6,EJ2019,0
16161322,TOPICOS AVANZ. DE PROG.,6,V2019,77
16161358,TALLER DE ETICA,1,AD2016,100
16161358,FUNDAMENTOS DE INVESTIGACION,1,AD2016,100
16161358,CALCULO DIFERENCIAL,1,AD2016,74
16161358,FUNDAMENTOS DE PROGRAMACION,1,AD2016,95
16161358,MATEMATICAS DISCRETAS,1,AD2016,82
16161358,TALLER DE ADMINISTRACION,1,AD2016,95
16161358,CALCULO INTEGRAL,2,EJ2017,78
16161358,ALGEBRA LINEAL,2,EJ2017,70
16161358,QUIMICA,2,EJ2017,84
16161358,CONTABILIDAD FINANCIERA,2,EJ2017,80
16161358,PROG. ORIENTADA A OBJETOS,2,EJ2017,87
16161358,PROBABILIDAD Y ESTADISTICA,2,EJ2017,70
16161358,CALCULO VECTORIAL,3,AD2017,73
16161358,SISTEMAS OPERATIVOS,3,AD2017,81
16161358,CULTURA EMPRESARIAL,3,AD2017,96
16161358,INVESTIGACION DE OPERACIONES,3,AD2017,85
16161358,ESTRUCTURA DE DATOS,3,AD2017,70
16161358,FISICA GENERAL,3,AD2017,70
16161358,ECUACIONES DIFERENCIALES,4,EJ2018,70
16161358,FUNDAM. DE BASES DE DATOS,4,EJ2018,83
16161358,TALLER DE SISTEMAS OPERATIVOS,4,EJ2018,87
16161358,METODOS NUMERICOS,4,EJ2018,85
16161358,PRINC. ELECT. Y APLIC. DIGIT.,4,EJ2018,95
16161358,TOPICOS AVANZ. DE PROG.,5,EJ2018,83
16161358,DESARROLLO SUSTENTABLE,5,AD2018,96
16161358,FUNDAM. DE TELECOMUNICACIONES,5,AD2018,79
16161358,TALLER DE BASES DE DATOS,5,AD2018,96
16161358,FUND. DE ING. DE SOFTWARE,5,AD2018,87
16161358,GEST. EMP. BAS. EN TIC,6,EJ2019,90
16161358,ADMON. DE BASES DE DATOS,6,EJ2019,90
16161358,TALLER DE INVESTIGACION I,6,EJ2019,83
16161358,LENGUAJES Y AUTOMATAS I,6,EJ2019,85
16161358,SIMULACION,6,EJ2019,95
16161373,TALLER DE ETICA,1,AD2016,95
16161373,FUNDAMENTOS DE INVESTIGACION,1,AD2016,100
16161373,CALCULO DIFERENCIAL,1,AD2016,90
16161373,FUNDAMENTOS DE PROGRAMACION,1,AD2016,100
16161373,MATEMATICAS DISCRETAS,1,AD2016,100
16161373,TALLER DE ADMINISTRACION,1,AD2016,80
16161373,CALCULO INTEGRAL,2,EJ2017,93
16161373,ALGEBRA LINEAL,2,EJ2017,75
16161373,QUIMICA,2,EJ2017,99
16161373,CONTABILIDAD FINANCIERA,2,EJ2017,98
16161373,PROG. ORIENTADA A OBJETOS,2,EJ2017,100
16161373,PROBABILIDAD Y ESTADISTICA,2,EJ2017,100
16161373,CALCULO VECTORIAL,3,AD2017,100
16161373,SISTEMAS OPERATIVOS,3,AD2017,85
16161373,CULTURA EMPRESARIAL,3,AD2017,89
16161373,INVESTIGACION DE OPERACIONES,3,AD2017,94
16161373,ESTRUCTURA DE DATOS,3,AD2017,78
16161373,FISICA GENERAL,3,AD2017,94
16161373,ECUACIONES DIFERENCIALES,4,EJ2018,100
16161373,FUNDAM. DE BASES DE DATOS,4,EJ2018,82
16161373,TALLER DE SISTEMAS OPERATIVOS,4,EJ2018,87
16161373,METODOS NUMERICOS,4,EJ2018,91
16161373,PRINC. ELECT. Y APLIC. DIGIT.,4,EJ2018,89
16161373,TOPICOS AVANZ. DE PROG.,4,EJ2018,94
16161373,DESARROLLO SUSTENTABLE,5,AD2018,100
16161373,FUNDAM. DE TELECOMUNICACIONES,5,AD2018,79
16161373,TALLER DE BASES DE DATOS,5,AD2018,96
16161373,FUND. DE ING. DE SOFTWARE,5,AD2018,87
16161373,ARQUITECTURA DE COMPUTADORAS,5,AD2018,80
16161373,GEST. EMP. BAS. EN TIC,6,EJ2019,94
16161373,ADMON. DE BASES DE DATOS,6,EJ2019,90
16161373,LENGUAJE DE INTERFAZ,6,EJ2019,80
16161373,INGENIERIA DE SOFTWARE,6,EJ2019,83
16161373,LENGUAJES Y AUTOMATAS I,6,EJ2019,100
16161373,REDES DE COMPUTADORA,6,EJ2019,87
16161373,SIMULACION,6,EJ2019,89
16161423,TALLER DE ETICA,1,AD2016,95
16161423,FUNDAMENTOS DE INVESTIGACION,1,AD2016,100
16161423,CALCULO DIFERENCIAL,1,AD2016,100
16161423,FUNDAMENTOS DE PROGRAMACION,1,AD2016,70
16161423,MATEMATICAS DISCRETAS,1,AD2016,100
16161423,TALLER DE ADMINISTRACION,1,AD2016,90
16161423,CALCULO INTEGRAL,2,EJ2017,100
16161423,ALGEBRA LINEAL,2,EJ2017,79
16161423,QUIMICA,2,EJ2017,90
16161423,CONTABILIDAD FINANCIERA,2,EJ2017,80
16161423,PROG. ORIENTADA A OBJETOS,2,EJ2017,100
16161423,PROBABILIDAD Y ESTADISTICA,2,EJ2017,100
16161423,CALCULO VECTORIAL,2,AD2017,100
16161423,SISTEMAS OPERATIVOS,3,AD2017,85
16161423,CULTURA EMPRESARIAL,3,AD2017,91
16161423,INVESTIGACION DE OPERACIONES,3,AD2017,85
16161423,ESTRUCTURA DE DATOS,3,AD2017,85
16161423,FISICA GENERAL,3,AD2017,96
16161423,ECUACIONES DIFERENCIALES,3,EJ2018,100
16161423,FUNDAM. DE BASES DE DATOS,4,EJ2018,82
16161423,TALLER DE SISTEMAS OPERATIVOS,4,EJ2018,85
16161423,METODOS NUMERICOS,4,EJ2018,90
16161423,PRINC. ELECT. Y APLIC. DIGIT.,4,EJ2018,93
16161423,TOPICOS AVANZ. DE PROG.,4,EJ2018,94
16161423,DESARROLLO SUSTENTABLE,4,AD2018,100
16161423,FUNDAM. DE TELECOMUNICACIONES,4,AD2018,81
16161423,TALLER DE BASES DE DATOS,5,AD2018,92
16161423,FUND. DE ING. DE SOFTWARE,5,AD2018,88
16161423,ARQUITECTURA DE COMPUTADORAS,5,AD2018,80
16161423,GEST. EMP. BAS. EN TIC,5,EJ2019,95
16161423,ADMON. DE BASES DE DATOS,5,EJ2019,90
16161423,LENGUAJE DE INTERFAZ,6,EJ2019,0
16161423,INGENIERIA DE SOFTWARE,6,EJ2019,79
16161423,LENGUAJES Y AUTOMATAS I,6,EJ2019,100
16161423,REDES DE COMPUTADORA,6,EJ2019,87
16161423,SIMULACION,6,EJ2019,88
16161423,LENGUAJE DE INTERFAZ,6,V2019,96
16161453,TALLER DE ETICA,1,AD2016,81
16161453,FUNDAMENTOS DE INVESTIGACION,1,AD2016,83
16161453,CALCULO DIFERENCIAL,1,AD2016,88
16161453,FUNDAMENTOS DE PROGRAMACION,1,AD2016,93
16161453,MATEMATICAS DISCRETAS,1,AD2016,90
16161453,TALLER DE ADMINISTRACION,1,AD2016,88
16161453,CALCULO INTEGRAL,2,EJ2017,0
16161453,ALGEBRA LINEAL,2,EJ2017,100
16161453,QUIMICA,2,EJ2017,85
16161453,CONTABILIDAD FINANCIERA,2,EJ2017,95
16161453,PROG. ORIENTADA A OBJETOS,2,EJ2017,100
16161453,PROBABILIDAD Y ESTADISTICA,2,EJ2017,100
16161453,DESARROLLO SUSTENTABLE,3,AD2017,84
16161453,CALCULO INTEGRAL,3,AD2017,78
16161453,SISTEMAS OPERATIVOS,3,AD2017,84
16161453,CULTURA EMPRESARIAL,3,AD2017,83
16161453,ESTRUCTURA DE DATOS,3,AD2017,86
16161453,FISICA GENERAL,3,AD2017,78
16161453,CALCULO VECTORIAL,4,EJ2018,88
16161453,FUNDAM. DE BASES DE DATOS,4,EJ2018,81
16161453,TALLER DE SISTEMAS OPERATIVOS,4,EJ2018,90
16161453,INVESTIGACION DE OPERACIONES,4,EJ2018,85
16161453,PRINC. ELECT. Y APLIC. DIGIT.,4,EJ2018,86
16161453,TOPICOS AVANZ. DE PROG.,4,EJ2018,92
16161453,ECUACIONES DIFERENCIALES,5,AD2018,85
16161453,FUNDAM. DE TELECOMUNICACIONES,5,AD2018,77
16161453,TALLER DE BASES DE DATOS,5,AD2018,90
16161453,FUND. DE ING. DE SOFTWARE,5,AD2018,90
16161453,METODOS NUMERICOS,5,AD2018,86
16161453,ARQUITECTURA DE COMPUTADORAS,5,AD2018,86
16161453,GEST. EMP. BAS. EN TIC,6,EJ2019,81
16161453,ADMON. DE BASES DE DATOS,6,EJ2019,90
16161453,LENGUAJE DE INTERFAZ,6,EJ2019,80
16161453,INGENIERIA DE SOFTWARE,6,EJ2019,85
16161453,LENGUAJES Y AUTOMATAS I,6,EJ2019,100
16161453,REDES DE COMPUTADORA,6,EJ2019,80
15161419,TALLER DE ETICA,1,AD2015,95
15161419,FUNDAMENTOS DE INVESTIGACION,1,AD2015,88
15161419,CALCULO DIFERENCIAL,1,AD2015,80
15161419,FUNDAMENTOS DE PROGRAMACION,1,AD2015,87
15161419,MATEMATICAS DISCRETAS,1,AD2015,78
15161419,TALLER DE ADMINISTRACION,1,AD2015,90
15161419,CALCULO INTEGRAL,2,EJ2016,78
15161419,ALGEBRA LINEAL,2,EJ2016,70
15161419,QUIMICA,2,EJ2016,90
15161419,CONTABILIDAD FINANCIERA,2,EJ2016,85
15161419,PROG. ORIENTADA A OBJETOS,2,EJ2016,81
15161419,PROBABILIDAD Y ESTADISTICA,2,EJ2016,80
15161419,CALCULO VECTORIAL,3,AD2016,79
15161419,SISTEMAS OPERATIVOS,3,AD2016,80
15161419,CULTURA EMPRESARIAL,3,AD2016,91
15161419,INVESTIGACION DE OPERACIONES,3,AD2016,70
15161419,ESTRUCTURA DE DATOS,3,AD2016,0
15161419,FISICA GENERAL,3,AD2016,89
15161419,ECUACIONES DIFERENCIALES,4,EJ2017,0
15161419,FUNDAM. DE BASES DE DATOS,4,EJ2017,82
15161419,TALLER DE SISTEMAS OPERATIVOS,4,EJ2017,87
15161419,METODOS NUMERICOS,4,EJ2017,90
15161419,ESTRUCTURA DE DATOS,4,EJ2017,78
15161419,PRINC. ELECT. Y APLIC. DIGIT.,4,EJ2017,70
15161419,ECUACIONES DIFERENCIALES,4,V2017,76
15161419,DESARROLLO SUSTENTABLE,5,AD2017,89
15161419,FUNDAM. DE TELECOMUNICACIONES,5,AD2017,84
15161419,TALLER DE BASES DE DATOS,5,AD2017,86
15161419,FUND. DE ING. DE SOFTWARE,5,AD2017,91
15161419,ARQUITECTURA DE COMPUTADORAS,5,AD2017,75
15161419,SIMULACION,5,AD2017,70
15161419,TOPICOS AVANZ. DE PROG.,5,AD2017,0
15161419,GEST. EMP. BAS. EN TIC,6,EJ2018,92
15161419,ADMON. DE BASES DE DATOS,6,EJ2018,88
15161419,INGENIERIA DE SOFTWARE,6,EJ2018,81
15161419,LENGUAJES Y AUTOMATAS I,6,EJ2018,97
15161419,REDES DE COMPUTADORA,6,EJ2018,80
15161419,TOPICOS AVANZ. DE PROG.,6,EJ2018,77
15161419,TALLER DE INVESTIGACION I,7,AD2018,75
15161419,GRAFICACION,7,AD2018,100
15161419,LENGUAJE DE INTERFAZ,7,AD2018,0
15161419,CONMUT. Y ENRUT. DE REDES D,7,AD2018,0
15161419,TALLER DE INVESTIGACION II,8,EJ2019,78
15161419,PROGRAMACION WEB,8,EJ2019,82
15161419,LENGUAJE DE INTERFAZ,8,EJ2019,70
15161419,GESTION DE PROY. DE SOFTWARE,8,EJ2019,90
15161419,DES. DE SOFTW. ORIENT. A SERV.,8,V2019,82
15161419,LENGUAJES Y AUTOMATAS II,8,V2019,81
15161446,TALLER DE ETICA,1,AD2015,95
15161446,FUNDAMENTOS DE INVESTIGACION,1,AD2015,80
15161446,CALCULO DIFERENCIAL,1,AD2015,85
15161446,FUNDAMENTOS DE PROGRAMACION,1,AD2015,85
15161446,MATEMATICAS DISCRETAS,1,AD2015,0
15161446,TALLER DE ADMINISTRACION,1,AD2015,95
15161446,CALCULO INTEGRAL,2,EJ2016,76
15161446,ALGEBRA LINEAL,2,EJ2016,75
15161446,QUIMICA,2,EJ2016,75
15161446,CONTABILIDAD FINANCIERA,2,EJ2016,80
15161446,PROG. ORIENTADA A OBJETOS,2,EJ2016,0
